;Content ID;Reaction Type;Datetime (Day);Datetime ( Time);Content Type;Category;Sentiment;Score;;;
6672;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;hate;17-Oct-38;9:43 AM;photo;education;negative;5;;;
6673;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;super love;18-Oct-38;10:43 AM;photo;education;positive;75;;;
6674;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;disgust;19-Oct-38;11:43 AM;photo;education;negative;0;;;
6675;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;love;20-Oct-38;12:43 PM;photo;education;positive;65;;;
6676;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;intrigued;21-Oct-38;1:43 PM;photo;education;positive;45;;;
6677;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;super love;22-Oct-38;2:43 PM;photo;education;positive;75;;;
6678;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;heart;23-Oct-38;3:43 PM;photo;education;positive;60;;;
6679;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;love;24-Oct-38;4:43 PM;photo;education;positive;65;;;
6680;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;worried;25-Oct-38;5:43 PM;photo;education;negative;12;;;
6681;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;dislike;26-Oct-38;6:43 PM;photo;education;negative;10;;;
6682;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;disgust;27-Oct-38;7:43 PM;photo;education;negative;0;;;
6683;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;cherish;28-Oct-38;8:43 PM;photo;education;positive;70;;;
6684;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;love;29-Oct-38;9:43 PM;photo;education;positive;65;;;
6685;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;hate;30-Oct-38;10:43 PM;photo;education;negative;5;;;
6686;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;like;31-Oct-38;11:43 PM;photo;education;positive;50;;;
6687;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;intrigued;1-Nov-38;12:43 AM;photo;education;positive;45;;;
6688;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;super love;2-Nov-38;1:43 AM;photo;education;positive;75;;;
6689;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;heart;3-Nov-38;2:43 AM;photo;education;positive;60;;;
6690;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;indifferent;4-Nov-38;3:43 AM;photo;education;neutral;20;;;
6691;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;dislike;5-Nov-38;4:43 AM;photo;education;negative;10;;;
6692;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;hate;6-Nov-38;5:43 AM;photo;education;negative;5;;;
6693;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;interested;7-Nov-38;6:43 AM;photo;education;positive;30;;;
6694;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;intrigued;8-Nov-38;7:43 AM;photo;education;positive;45;;;
6695;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;disgust;9-Nov-38;8:43 AM;photo;education;negative;0;;;
6696;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;scared;10-Nov-38;9:43 AM;photo;education;negative;15;;;
6697;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;hate;11-Nov-38;10:43 AM;photo;education;negative;5;;;
6698;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;cherish;12-Nov-38;11:43 AM;photo;education;positive;70;;;
6699;4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c;scared;13-Nov-38;12:43 PM;photo;education;negative;15;;;
6700;990ad477-b9eb-4ea6-9ec8-3f941f53b758;peeking;14-Nov-38;1:43 PM;audio;animals;neutral;35;;;
6701;990ad477-b9eb-4ea6-9ec8-3f941f53b758;super love;15-Nov-38;2:43 PM;audio;animals;positive;75;;;
6702;990ad477-b9eb-4ea6-9ec8-3f941f53b758;super love;16-Nov-38;3:43 PM;audio;animals;positive;75;;;
6703;990ad477-b9eb-4ea6-9ec8-3f941f53b758;heart;17-Nov-38;4:43 PM;audio;animals;positive;60;;;
6704;990ad477-b9eb-4ea6-9ec8-3f941f53b758;super love;18-Nov-38;5:43 PM;audio;animals;positive;75;;;
6705;990ad477-b9eb-4ea6-9ec8-3f941f53b758;intrigued;19-Nov-38;6:43 PM;audio;animals;positive;45;;;
6706;990ad477-b9eb-4ea6-9ec8-3f941f53b758;dislike;20-Nov-38;7:43 PM;audio;animals;negative;10;;;
6707;990ad477-b9eb-4ea6-9ec8-3f941f53b758;intrigued;21-Nov-38;8:43 PM;audio;animals;positive;45;;;
6708;990ad477-b9eb-4ea6-9ec8-3f941f53b758;want;22-Nov-38;9:43 PM;audio;animals;positive;70;;;
6709;990ad477-b9eb-4ea6-9ec8-3f941f53b758;dislike;23-Nov-38;10:43 PM;audio;animals;negative;10;;;
6710;990ad477-b9eb-4ea6-9ec8-3f941f53b758;disgust;24-Nov-38;11:43 PM;audio;animals;negative;0;;;
6711;990ad477-b9eb-4ea6-9ec8-3f941f53b758;disgust;25-Nov-38;12:43 AM;audio;animals;negative;0;;;
6712;990ad477-b9eb-4ea6-9ec8-3f941f53b758;hate;26-Nov-38;1:43 AM;audio;animals;negative;5;;;
6713;990ad477-b9eb-4ea6-9ec8-3f941f53b758;want;27-Nov-38;2:43 AM;audio;animals;positive;70;;;
6714;990ad477-b9eb-4ea6-9ec8-3f941f53b758;peeking;28-Nov-38;3:43 AM;audio;animals;neutral;35;;;
6715;990ad477-b9eb-4ea6-9ec8-3f941f53b758;dislike;29-Nov-38;4:43 AM;audio;animals;negative;10;;;
6716;990ad477-b9eb-4ea6-9ec8-3f941f53b758;interested;30-Nov-38;5:43 AM;audio;animals;positive;30;;;
6717;990ad477-b9eb-4ea6-9ec8-3f941f53b758;dislike;1-Dec-38;6:43 AM;audio;animals;negative;10;;;
6718;990ad477-b9eb-4ea6-9ec8-3f941f53b758;want;2-Dec-38;7:43 AM;audio;animals;positive;70;;;
6719;990ad477-b9eb-4ea6-9ec8-3f941f53b758;disgust;3-Dec-38;8:43 AM;audio;animals;negative;0;;;
6720;2240bbde-db67-4d73-b885-f0117b4b2080;heart;4-Dec-38;9:43 AM;video;food;positive;60;;;
6721;2240bbde-db67-4d73-b885-f0117b4b2080;cherish;5-Dec-38;10:43 AM;video;food;positive;70;;;
6722;2240bbde-db67-4d73-b885-f0117b4b2080;heart;6-Dec-38;11:43 AM;video;food;positive;60;;;
6723;2240bbde-db67-4d73-b885-f0117b4b2080;adore;7-Dec-38;12:43 PM;video;food;positive;72;;;
6724;2240bbde-db67-4d73-b885-f0117b4b2080;worried;8-Dec-38;1:43 PM;video;food;negative;12;;;
6725;2240bbde-db67-4d73-b885-f0117b4b2080;want;9-Dec-38;2:43 PM;video;food;positive;70;;;
6726;2240bbde-db67-4d73-b885-f0117b4b2080;like;10-Dec-38;3:43 PM;video;food;positive;50;;;
6727;2240bbde-db67-4d73-b885-f0117b4b2080;interested;11-Dec-38;4:43 PM;video;food;positive;30;;;
6728;2240bbde-db67-4d73-b885-f0117b4b2080;interested;12-Dec-38;5:43 PM;video;food;positive;30;;;
6729;2240bbde-db67-4d73-b885-f0117b4b2080;peeking;13-Dec-38;6:43 PM;video;food;neutral;35;;;
6730;2240bbde-db67-4d73-b885-f0117b4b2080;intrigued;14-Dec-38;7:43 PM;video;food;positive;45;;;
6731;2240bbde-db67-4d73-b885-f0117b4b2080;hate;15-Dec-38;8:43 PM;video;food;negative;5;;;
6732;2240bbde-db67-4d73-b885-f0117b4b2080;adore;16-Dec-38;9:43 PM;video;food;positive;72;;;
6733;2240bbde-db67-4d73-b885-f0117b4b2080;intrigued;17-Dec-38;10:43 PM;video;food;positive;45;;;
6734;2240bbde-db67-4d73-b885-f0117b4b2080;peeking;18-Dec-38;11:43 PM;video;food;neutral;35;;;
6735;2240bbde-db67-4d73-b885-f0117b4b2080;interested;19-Dec-38;12:43 AM;video;food;positive;30;;;
6736;2240bbde-db67-4d73-b885-f0117b4b2080;disgust;20-Dec-38;1:43 AM;video;food;negative;0;;;
6737;2240bbde-db67-4d73-b885-f0117b4b2080;indifferent;21-Dec-38;2:43 AM;video;food;neutral;20;;;
6738;2240bbde-db67-4d73-b885-f0117b4b2080;hate;22-Dec-38;3:43 AM;video;food;negative;5;;;
6739;2240bbde-db67-4d73-b885-f0117b4b2080;peeking;23-Dec-38;4:43 AM;video;food;neutral;35;;;
6740;2240bbde-db67-4d73-b885-f0117b4b2080;scared;24-Dec-38;5:43 AM;video;food;negative;15;;;
6741;2240bbde-db67-4d73-b885-f0117b4b2080;intrigued;25-Dec-38;6:43 AM;video;food;positive;45;;;
6742;2240bbde-db67-4d73-b885-f0117b4b2080;adore;26-Dec-38;7:43 AM;video;food;positive;72;;;
6743;2240bbde-db67-4d73-b885-f0117b4b2080;scared;27-Dec-38;8:43 AM;video;food;negative;15;;;
6744;2240bbde-db67-4d73-b885-f0117b4b2080;love;28-Dec-38;9:43 AM;video;food;positive;65;;;
6745;2240bbde-db67-4d73-b885-f0117b4b2080;like;29-Dec-38;10:43 AM;video;food;positive;50;;;
6746;2240bbde-db67-4d73-b885-f0117b4b2080;want;30-Dec-38;11:43 AM;video;food;positive;70;;;
6747;2240bbde-db67-4d73-b885-f0117b4b2080;want;31-Dec-38;12:43 PM;video;food;positive;70;;;
6748;8338222c-c31f-40f3-883c-44125f36bae8;disgust;1-Jan-39;1:43 PM;video;education;negative;0;;;
6749;8338222c-c31f-40f3-883c-44125f36bae8;worried;2-Jan-39;2:43 PM;video;education;negative;12;;;
6750;8338222c-c31f-40f3-883c-44125f36bae8;like;3-Jan-39;3:43 PM;video;education;positive;50;;;
6751;8338222c-c31f-40f3-883c-44125f36bae8;like;4-Jan-39;4:43 PM;video;education;positive;50;;;
6752;8338222c-c31f-40f3-883c-44125f36bae8;cherish;5-Jan-39;5:43 PM;video;education;positive;70;;;
6753;8338222c-c31f-40f3-883c-44125f36bae8;dislike;6-Jan-39;6:43 PM;video;education;negative;10;;;
6754;8338222c-c31f-40f3-883c-44125f36bae8;dislike;7-Jan-39;7:43 PM;video;education;negative;10;;;
6755;8338222c-c31f-40f3-883c-44125f36bae8;like;8-Jan-39;8:43 PM;video;education;positive;50;;;
6756;8338222c-c31f-40f3-883c-44125f36bae8;interested;9-Jan-39;9:43 PM;video;education;positive;30;;;
6757;8338222c-c31f-40f3-883c-44125f36bae8;super love;10-Jan-39;10:43 PM;video;education;positive;75;;;
6758;8338222c-c31f-40f3-883c-44125f36bae8;peeking;11-Jan-39;11:43 PM;video;education;neutral;35;;;
6759;8338222c-c31f-40f3-883c-44125f36bae8;cherish;12-Jan-39;12:43 AM;video;education;positive;70;;;
6760;8338222c-c31f-40f3-883c-44125f36bae8;love;13-Jan-39;1:43 AM;video;education;positive;65;;;
6761;8338222c-c31f-40f3-883c-44125f36bae8;love;14-Jan-39;2:43 AM;video;education;positive;65;;;
6762;8338222c-c31f-40f3-883c-44125f36bae8;interested;15-Jan-39;3:43 AM;video;education;positive;30;;;
6763;8338222c-c31f-40f3-883c-44125f36bae8;want;16-Jan-39;4:43 AM;video;education;positive;70;;;
6764;8338222c-c31f-40f3-883c-44125f36bae8;scared;17-Jan-39;5:43 AM;video;education;negative;15;;;
6765;8338222c-c31f-40f3-883c-44125f36bae8;hate;18-Jan-39;6:43 AM;video;education;negative;5;;;
6766;8338222c-c31f-40f3-883c-44125f36bae8;hate;19-Jan-39;7:43 AM;video;education;negative;5;;;
6767;8338222c-c31f-40f3-883c-44125f36bae8;super love;20-Jan-39;8:43 AM;video;education;positive;75;;;
6768;8338222c-c31f-40f3-883c-44125f36bae8;hate;21-Jan-39;9:43 AM;video;education;negative;5;;;
6769;8338222c-c31f-40f3-883c-44125f36bae8;dislike;22-Jan-39;10:43 AM;video;education;negative;10;;;
6770;8338222c-c31f-40f3-883c-44125f36bae8;indifferent;23-Jan-39;11:43 AM;video;education;neutral;20;;;
6771;8338222c-c31f-40f3-883c-44125f36bae8;love;24-Jan-39;12:43 PM;video;education;positive;65;;;
6772;8338222c-c31f-40f3-883c-44125f36bae8;love;25-Jan-39;1:43 PM;video;education;positive;65;;;
6773;8338222c-c31f-40f3-883c-44125f36bae8;dislike;26-Jan-39;2:43 PM;video;education;negative;10;;;
6774;8338222c-c31f-40f3-883c-44125f36bae8;hate;27-Jan-39;3:43 PM;video;education;negative;5;;;
6775;8338222c-c31f-40f3-883c-44125f36bae8;dislike;28-Jan-39;4:43 PM;video;education;negative;10;;;
6776;8338222c-c31f-40f3-883c-44125f36bae8;dislike;29-Jan-39;5:43 PM;video;education;negative;10;;;
6777;8338222c-c31f-40f3-883c-44125f36bae8;indifferent;30-Jan-39;6:43 PM;video;education;neutral;20;;;
6778;8338222c-c31f-40f3-883c-44125f36bae8;dislike;31-Jan-39;7:43 PM;video;education;negative;10;;;
6779;8338222c-c31f-40f3-883c-44125f36bae8;interested;1-Feb-39;8:43 PM;video;education;positive;30;;;
6780;8338222c-c31f-40f3-883c-44125f36bae8;heart;2-Feb-39;9:43 PM;video;education;positive;60;;;
6781;8338222c-c31f-40f3-883c-44125f36bae8;indifferent;3-Feb-39;10:43 PM;video;education;neutral;20;;;
6782;8338222c-c31f-40f3-883c-44125f36bae8;intrigued;4-Feb-39;11:43 PM;video;education;positive;45;;;
6783;59bb59ce-776b-4d28-85ee-c0d71c690b6a;like;5-Feb-39;12:43 AM;audio;animals;positive;50;;;
6784;59bb59ce-776b-4d28-85ee-c0d71c690b6a;heart;6-Feb-39;1:43 AM;audio;animals;positive;60;;;
6785;59bb59ce-776b-4d28-85ee-c0d71c690b6a;intrigued;7-Feb-39;2:43 AM;audio;animals;positive;45;;;
6786;59bb59ce-776b-4d28-85ee-c0d71c690b6a;adore;8-Feb-39;3:43 AM;audio;animals;positive;72;;;
6787;59bb59ce-776b-4d28-85ee-c0d71c690b6a;disgust;9-Feb-39;4:43 AM;audio;animals;negative;0;;;
6788;59bb59ce-776b-4d28-85ee-c0d71c690b6a;indifferent;10-Feb-39;5:43 AM;audio;animals;neutral;20;;;
6789;59bb59ce-776b-4d28-85ee-c0d71c690b6a;dislike;11-Feb-39;6:43 AM;audio;animals;negative;10;;;
6790;59bb59ce-776b-4d28-85ee-c0d71c690b6a;heart;12-Feb-39;7:43 AM;audio;animals;positive;60;;;
6791;59bb59ce-776b-4d28-85ee-c0d71c690b6a;indifferent;13-Feb-39;8:43 AM;audio;animals;neutral;20;;;
6792;59bb59ce-776b-4d28-85ee-c0d71c690b6a;like;14-Feb-39;9:43 AM;audio;animals;positive;50;;;
6793;59bb59ce-776b-4d28-85ee-c0d71c690b6a;super love;15-Feb-39;10:43 AM;audio;animals;positive;75;;;
6794;59bb59ce-776b-4d28-85ee-c0d71c690b6a;like;16-Feb-39;11:43 AM;audio;animals;positive;50;;;
6795;59bb59ce-776b-4d28-85ee-c0d71c690b6a;disgust;17-Feb-39;12:43 PM;audio;animals;negative;0;;;
6796;59bb59ce-776b-4d28-85ee-c0d71c690b6a;scared;18-Feb-39;1:43 PM;audio;animals;negative;15;;;
6797;59bb59ce-776b-4d28-85ee-c0d71c690b6a;want;19-Feb-39;2:43 PM;audio;animals;positive;70;;;
6798;59bb59ce-776b-4d28-85ee-c0d71c690b6a;interested;20-Feb-39;3:43 PM;audio;animals;positive;30;;;
6799;59bb59ce-776b-4d28-85ee-c0d71c690b6a;cherish;21-Feb-39;4:43 PM;audio;animals;positive;70;;;
6800;59bb59ce-776b-4d28-85ee-c0d71c690b6a;interested;22-Feb-39;5:43 PM;audio;animals;positive;30;;;
6801;59bb59ce-776b-4d28-85ee-c0d71c690b6a;scared;23-Feb-39;6:43 PM;audio;animals;negative;15;;;
6802;59bb59ce-776b-4d28-85ee-c0d71c690b6a;interested;24-Feb-39;7:43 PM;audio;animals;positive;30;;;
6803;59bb59ce-776b-4d28-85ee-c0d71c690b6a;super love;25-Feb-39;8:43 PM;audio;animals;positive;75;;;
6804;59bb59ce-776b-4d28-85ee-c0d71c690b6a;scared;26-Feb-39;9:43 PM;audio;animals;negative;15;;;
6805;59bb59ce-776b-4d28-85ee-c0d71c690b6a;peeking;27-Feb-39;10:43 PM;audio;animals;neutral;35;;;
6806;59bb59ce-776b-4d28-85ee-c0d71c690b6a;indifferent;28-Feb-39;11:43 PM;audio;animals;neutral;20;;;
6807;59bb59ce-776b-4d28-85ee-c0d71c690b6a;intrigued;1-Mar-39;12:43 AM;audio;animals;positive;45;;;
6808;59bb59ce-776b-4d28-85ee-c0d71c690b6a;intrigued;2-Mar-39;1:43 AM;audio;animals;positive;45;;;
6809;59bb59ce-776b-4d28-85ee-c0d71c690b6a;scared;3-Mar-39;2:43 AM;audio;animals;negative;15;;;
6810;59bb59ce-776b-4d28-85ee-c0d71c690b6a;scared;4-Mar-39;3:43 AM;audio;animals;negative;15;;;
6811;59bb59ce-776b-4d28-85ee-c0d71c690b6a;worried;5-Mar-39;4:43 AM;audio;animals;negative;12;;;
6812;59bb59ce-776b-4d28-85ee-c0d71c690b6a;indifferent;6-Mar-39;5:43 AM;audio;animals;neutral;20;;;
6813;59bb59ce-776b-4d28-85ee-c0d71c690b6a;scared;7-Mar-39;6:43 AM;audio;animals;negative;15;;;
6814;59bb59ce-776b-4d28-85ee-c0d71c690b6a;super love;8-Mar-39;7:43 AM;audio;animals;positive;75;;;
6815;59bb59ce-776b-4d28-85ee-c0d71c690b6a;adore;9-Mar-39;8:43 AM;audio;animals;positive;72;;;
6816;59bb59ce-776b-4d28-85ee-c0d71c690b6a;super love;10-Mar-39;9:43 AM;audio;animals;positive;75;;;
6817;59bb59ce-776b-4d28-85ee-c0d71c690b6a;cherish;11-Mar-39;10:43 AM;audio;animals;positive;70;;;
6818;59bb59ce-776b-4d28-85ee-c0d71c690b6a;worried;12-Mar-39;11:43 AM;audio;animals;negative;12;;;
6819;59bb59ce-776b-4d28-85ee-c0d71c690b6a;interested;13-Mar-39;12:43 PM;audio;animals;positive;30;;;
6820;59bb59ce-776b-4d28-85ee-c0d71c690b6a;hate;14-Mar-39;1:43 PM;audio;animals;negative;5;;;
6821;59bb59ce-776b-4d28-85ee-c0d71c690b6a;adore;15-Mar-39;2:43 PM;audio;animals;positive;72;;;
6822;59bb59ce-776b-4d28-85ee-c0d71c690b6a;disgust;16-Mar-39;3:43 PM;audio;animals;negative;0;;;
6823;59bb59ce-776b-4d28-85ee-c0d71c690b6a;disgust;17-Mar-39;4:43 PM;audio;animals;negative;0;;;
6824;59bb59ce-776b-4d28-85ee-c0d71c690b6a;adore;18-Mar-39;5:43 PM;audio;animals;positive;72;;;
6825;59bb59ce-776b-4d28-85ee-c0d71c690b6a;worried;19-Mar-39;6:43 PM;audio;animals;negative;12;;;
6826;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;worried;20-Mar-39;7:43 PM;audio;fitness;negative;12;;;
6827;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;intrigued;21-Mar-39;8:43 PM;audio;fitness;positive;45;;;
6828;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;hate;22-Mar-39;9:43 PM;audio;fitness;negative;5;;;
6829;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;scared;23-Mar-39;10:43 PM;audio;fitness;negative;15;;;
6830;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;hate;24-Mar-39;11:43 PM;audio;fitness;negative;5;;;
6831;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;scared;25-Mar-39;12:43 AM;audio;fitness;negative;15;;;
6832;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;hate;26-Mar-39;1:43 AM;audio;fitness;negative;5;;;
6833;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;cherish;27-Mar-39;2:43 AM;audio;fitness;positive;70;;;
6834;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;heart;28-Mar-39;3:43 AM;audio;fitness;positive;60;;;
6835;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;heart;29-Mar-39;4:43 AM;audio;fitness;positive;60;;;
6836;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;like;30-Mar-39;5:43 AM;audio;fitness;positive;50;;;
6837;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;adore;31-Mar-39;6:43 AM;audio;fitness;positive;72;;;
6838;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;love;1-Apr-39;7:43 AM;audio;fitness;positive;65;;;
6839;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;adore;2-Apr-39;8:43 AM;audio;fitness;positive;72;;;
6840;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;want;3-Apr-39;9:43 AM;audio;fitness;positive;70;;;
6841;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;hate;4-Apr-39;10:43 AM;audio;fitness;negative;5;;;
6842;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;want;5-Apr-39;11:43 AM;audio;fitness;positive;70;;;
6843;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;interested;6-Apr-39;12:43 PM;audio;fitness;positive;30;;;
6844;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;peeking;7-Apr-39;1:43 PM;audio;fitness;neutral;35;;;
6845;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;adore;8-Apr-39;2:43 PM;audio;fitness;positive;72;;;
6846;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;love;9-Apr-39;3:43 PM;audio;fitness;positive;65;;;
6847;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;hate;10-Apr-39;4:43 PM;audio;fitness;negative;5;;;
6848;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;indifferent;11-Apr-39;5:43 PM;audio;fitness;neutral;20;;;
6849;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;intrigued;12-Apr-39;6:43 PM;audio;fitness;positive;45;;;
6850;bb3901bd-a3d9-4f45-8b0c-0548c36385d2;dislike;13-Apr-39;7:43 PM;audio;fitness;negative;10;;;
6851;b814490f-ff17-4f98-8fb0-cade9c2d8e61;indifferent;14-Apr-39;8:43 PM;GIF;culture;neutral;20;;;
6852;b814490f-ff17-4f98-8fb0-cade9c2d8e61;interested;15-Apr-39;9:43 PM;GIF;culture;positive;30;;;
6853;b814490f-ff17-4f98-8fb0-cade9c2d8e61;love;16-Apr-39;10:43 PM;GIF;culture;positive;65;;;
6854;b814490f-ff17-4f98-8fb0-cade9c2d8e61;love;17-Apr-39;11:43 PM;GIF;culture;positive;65;;;
6855;b814490f-ff17-4f98-8fb0-cade9c2d8e61;indifferent;18-Apr-39;12:43 AM;GIF;culture;neutral;20;;;
6856;b814490f-ff17-4f98-8fb0-cade9c2d8e61;indifferent;19-Apr-39;1:43 AM;GIF;culture;neutral;20;;;
6857;b814490f-ff17-4f98-8fb0-cade9c2d8e61;interested;20-Apr-39;2:43 AM;GIF;culture;positive;30;;;
6858;b814490f-ff17-4f98-8fb0-cade9c2d8e61;hate;21-Apr-39;3:43 AM;GIF;culture;negative;5;;;
6859;b814490f-ff17-4f98-8fb0-cade9c2d8e61;dislike;22-Apr-39;4:43 AM;GIF;culture;negative;10;;;
6860;72878c11-38cc-4442-bc81-7eeef47c531c;dislike;23-Apr-39;5:43 AM;GIF;animals;negative;10;;;
6861;72878c11-38cc-4442-bc81-7eeef47c531c;disgust;24-Apr-39;6:43 AM;GIF;animals;negative;0;;;
6862;72878c11-38cc-4442-bc81-7eeef47c531c;disgust;25-Apr-39;7:43 AM;GIF;animals;negative;0;;;
6863;72878c11-38cc-4442-bc81-7eeef47c531c;want;26-Apr-39;8:43 AM;GIF;animals;positive;70;;;
6864;72878c11-38cc-4442-bc81-7eeef47c531c;dislike;27-Apr-39;9:43 AM;GIF;animals;negative;10;;;
6865;72878c11-38cc-4442-bc81-7eeef47c531c;interested;28-Apr-39;10:43 AM;GIF;animals;positive;30;;;
6866;72878c11-38cc-4442-bc81-7eeef47c531c;dislike;29-Apr-39;11:43 AM;GIF;animals;negative;10;;;
6867;72878c11-38cc-4442-bc81-7eeef47c531c;scared;30-Apr-39;12:43 PM;GIF;animals;negative;15;;;
6868;72878c11-38cc-4442-bc81-7eeef47c531c;intrigued;1-May-39;1:43 PM;GIF;animals;positive;45;;;
6869;72878c11-38cc-4442-bc81-7eeef47c531c;worried;2-May-39;2:43 PM;GIF;animals;negative;12;;;
6870;72878c11-38cc-4442-bc81-7eeef47c531c;adore;3-May-39;3:43 PM;GIF;animals;positive;72;;;
6871;72878c11-38cc-4442-bc81-7eeef47c531c;scared;4-May-39;4:43 PM;GIF;animals;negative;15;;;
6872;72878c11-38cc-4442-bc81-7eeef47c531c;cherish;5-May-39;5:43 PM;GIF;animals;positive;70;;;
6873;72878c11-38cc-4442-bc81-7eeef47c531c;worried;6-May-39;6:43 PM;GIF;animals;negative;12;;;
6874;72878c11-38cc-4442-bc81-7eeef47c531c;heart;7-May-39;7:43 PM;GIF;animals;positive;60;;;
6875;72878c11-38cc-4442-bc81-7eeef47c531c;heart;8-May-39;8:43 PM;GIF;animals;positive;60;;;
6876;72878c11-38cc-4442-bc81-7eeef47c531c;hate;9-May-39;9:43 PM;GIF;animals;negative;5;;;
6877;72878c11-38cc-4442-bc81-7eeef47c531c;super love;10-May-39;10:43 PM;GIF;animals;positive;75;;;
6878;72878c11-38cc-4442-bc81-7eeef47c531c;super love;11-May-39;11:43 PM;GIF;animals;positive;75;;;
6879;72878c11-38cc-4442-bc81-7eeef47c531c;adore;12-May-39;12:43 AM;GIF;animals;positive;72;;;
6880;72878c11-38cc-4442-bc81-7eeef47c531c;want;13-May-39;1:43 AM;GIF;animals;positive;70;;;
6881;72878c11-38cc-4442-bc81-7eeef47c531c;want;14-May-39;2:43 AM;GIF;animals;positive;70;;;
6882;b50871e0-183e-4a1d-884b-f20fb271041b;love;15-May-39;3:43 AM;photo;cooking;positive;65;;;
6883;b50871e0-183e-4a1d-884b-f20fb271041b;intrigued;16-May-39;4:43 AM;photo;cooking;positive;45;;;
6884;b50871e0-183e-4a1d-884b-f20fb271041b;scared;17-May-39;5:43 AM;photo;cooking;negative;15;;;
6885;b50871e0-183e-4a1d-884b-f20fb271041b;adore;18-May-39;6:43 AM;photo;cooking;positive;72;;;
6886;b50871e0-183e-4a1d-884b-f20fb271041b;dislike;19-May-39;7:43 AM;photo;cooking;negative;10;;;
6887;b50871e0-183e-4a1d-884b-f20fb271041b;scared;20-May-39;8:43 AM;photo;cooking;negative;15;;;
6888;b50871e0-183e-4a1d-884b-f20fb271041b;like;21-May-39;9:43 AM;photo;cooking;positive;50;;;
6889;b50871e0-183e-4a1d-884b-f20fb271041b;worried;22-May-39;10:43 AM;photo;cooking;negative;12;;;
6890;b50871e0-183e-4a1d-884b-f20fb271041b;disgust;23-May-39;11:43 AM;photo;cooking;negative;0;;;
6891;b50871e0-183e-4a1d-884b-f20fb271041b;want;24-May-39;12:43 PM;photo;cooking;positive;70;;;
6892;b50871e0-183e-4a1d-884b-f20fb271041b;heart;25-May-39;1:43 PM;photo;cooking;positive;60;;;
6893;b50871e0-183e-4a1d-884b-f20fb271041b;worried;26-May-39;2:43 PM;photo;cooking;negative;12;;;
6894;b50871e0-183e-4a1d-884b-f20fb271041b;peeking;27-May-39;3:43 PM;photo;cooking;neutral;35;;;
6895;b50871e0-183e-4a1d-884b-f20fb271041b;hate;28-May-39;4:43 PM;photo;cooking;negative;5;;;
6896;b50871e0-183e-4a1d-884b-f20fb271041b;scared;29-May-39;5:43 PM;photo;cooking;negative;15;;;
