Q1_Visi,Q2_Dorongan,Q3_Tahap,Q4_PemahamanTim,Q5_TantanganData,Q6_KekhawatiranFinansial,Q7_PeningkatanPemasaran,Q8_Audiens,Q9_Aset,Q10_Skala,Tourism Master Plan & Destination Development,Feasibility Study & Financial Projection,Sustainability Roadmap & Action Plan,ESG & Sustainability Reporting,Sustainability Performance Dashboard,Sustainability Certification Assistance,Event Planning,Integrated Marketing Strategy,Tourism Impact and Carrying Capacity Assessment,Customer Experience Feedback Analysis,Tourist Behaviour and Perception Analysis,Market Demand Analysis,Tourism Assets Mapping,Event Impact Measurement,Competitor Intelligence,GSTC Sustainable Tourism Course (STC),Sustainability Action Plan Workshop,Customized In-House Training (CIHT)
1,0,3,0,1,2,2,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1,0,2,2,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,3,3,2,2,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,2,0,4,1,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,1,0,1,3,1,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,2,2,3,3,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1,3,1,2,1,3,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,2,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,1,0,0,3,2,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,3,0,2,0,1,0,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3,4,2,0,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,3,1,2,2,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,0,0,3,1,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
3,3,1,1,3,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,2,2,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3,0,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,3,1,3,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,2,0,1,0,0,0,2,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3,3,3,1,3,3,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,2,2,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,0,1,3,1,1,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4,4,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,3,0,1,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,2,2,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,1,2,2,0,2,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2,1,1,2,0,2,2,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,3,3,2,4,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,2,2,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,0,4,0,3,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
3,4,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,3,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2,2,1,1,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,0,1,3,2,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0,1,2,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2,4,3,2,0,2,3,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1,0,1,2,0,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2,1,0,0,1,0,0,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
4,0,1,2,3,3,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,4,3,1,1,2,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,0,2,1,2,2,3,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,1,2,1,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,1,2,2,3,0,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,3,0,0,4,2,3,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4,1,2,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,2,2,1,3,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,2,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,2,1,4,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,3,2,0,3,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,3,2,0,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,2,0,1,3,1,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,4,1,0,3,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,3,2,1,4,3,1,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,3,0,0,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,2,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
4,4,3,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,2,2,1,2,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,3,1,2,3,1,1,0,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,3,1,4,2,1,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,0,1,2,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,3,2,1,1,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1,1,4,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,4,0,1,2,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,1,2,0,1,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,1,2,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,1,1,2,3,0,3,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,3,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,1,1,2,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,2,1,1,2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,1,0,1,4,3,3,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,2,4,0,2,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
4,4,3,2,0,3,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3,2,1,4,0,3,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,2,3,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,3,0,3,1,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,2,3,0,3,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
4,4,3,0,4,2,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,3,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,2,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1,3,0,2,4,3,2,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,3,2,3,2,1,0,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2,1,1,0,0,0,2,2,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,2,0,3,3,0,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,1,0,1,0,1,2,3,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,1,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,1,4,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,2,0,4,1,3,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,2,1,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,1,1,1,3,3,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,1,3,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2,4,0,1,3,1,3,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,1,1,1,3,3,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1,1,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,1,1,3,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,2,2,1,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,3,0,1,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4,2,2,4,1,1,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,2,3,1,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,2,2,1,4,3,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,2,2,0,2,0,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,3,2,3,1,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,4,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,1,2,2,4,2,3,3,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4,0,0,2,0,3,1,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,4,2,0,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,3,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,3,1,3,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,1,1,2,0,3,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,3,2,4,2,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,1,2,1,3,2,2,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,1,1,3,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,4,3,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2,2,0,0,4,1,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0
1,2,2,0,1,3,1,2,0,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2,3,2,1,2,3,3,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,1,4,3,1,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
4,4,0,0,3,3,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1,0,0,1,4,2,1,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,2,0,3,3,3,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,2,1,3,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,4,3,1,4,0,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,1,3,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4,0,0,0,1,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1,0,3,2,2,2,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,1,0,2,3,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,2,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1,2,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,1,3,3,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,1,1,3,3,3,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,1,2,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4,2,1,0,3,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,3,3,2,2,3,1,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3,2,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,1,2,1,1,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,1,4,3,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,2,3,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
3,1,3,1,1,2,2,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,3,2,3,2,1,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,2,2,0,3,1,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2,1,1,1,2,0,3,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,4,1,2,4,2,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,1,2,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,0,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,4,3,2,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,1,1,2,0,3,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
3,2,3,0,0,0,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,3,3,1,3,0,3,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,2,3,3,2,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,1,2,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,0,0,3,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,3,3,0,4,0,3,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3,2,0,4,2,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,2,1,4,0,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,3,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,2,0,4,3,3,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,2,0,4,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,3,1,4,2,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,4,1,2,3,3,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,1,0,2,0,3,2,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,3,2,2,0,3,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,1,3,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
0,0,1,1,4,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,3,2,0,4,3,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,0,4,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,1,0,0,1,0,2,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
2,0,1,1,0,3,2,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2,0,0,1,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,1,0,1,2,1,3,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,2,3,1,3,0,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,0,1,0,1,0,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,2,2,0,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,2,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,3,2,0,0,1,3,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,1,3,1,4,3,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4,2,2,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,3,0,1,0,3,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,1,3,1,0,2,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4,0,2,1,0,1,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,1,2,4,1,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,2,1,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,1,1,0,1,3,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,1,2,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,3,1,2,1,0,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,2,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,4,2,2,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1,1,4,3,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,1,2,1,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,2,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,2,1,3,1,2,2,0,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,2,2,0,3,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,2,1,0,2,3,3,3,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2,2,0,4,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4,2,0,3,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,3,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,4,2,2,3,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,1,2,3,3,3,0,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
3,4,2,2,0,1,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,2,3,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,1,2,1,4,0,2,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,1,3,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,2,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2,1,1,2,3,1,3,2,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,0,0,0,1,0,2,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2,3,3,0,2,3,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,0,3,2,2,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,3,2,2,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,3,1,4,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4,4,3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,3,0,3,0,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,0,3,1,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,2,4,1,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,1,3,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,4,2,0,2,2,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,0,1,0,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,0,0,0,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2,2,0,1,0,1,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,2,0,2,1,2,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,2,1,4,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,1,0,1,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,3,0,2,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,3,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,2,3,3,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,2,1,2,3,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,1,0,0,4,3,3,3,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
3,2,0,1,2,2,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,3,2,3,2,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,0,3,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,2,3,2,2,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,2,1,1,3,0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,2,0,0,0,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,2,0,2,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
